nivel,entidad,programa,subprograma,anho,monto,,
12-PODER EJECUTIVO,01-PRESIDENCIA DE LA REPÚBLICA,"20- INCORPORACIÓN DE LOS PROGRAMAS Y PROYECTOS DE LUCHA CONTRA LA POBREZA AL FONDO DE EQUIDAD SOCIAL (FES): RED DE PROTECCIÓN SOCIAL, PROGRAMAS EDUCATIVOS, PROGRAMAS DE SALUD, PROGRAMAS DE EMPLEO, INFRAESTRUCTURA BÁSICA, ENTRE OTROS.
FONDO DE EQUIDAD SOCIA (...)",0- *,2013,904672294,,
12-PODER EJECUTIVO,01-PRESIDENCIA DE LA REPÚBLICA,"20- PROGRAMAS Y PROYECTOS DE LUCHA CONTRA LA POBREZA EJECUTADOS POR ENTIDADES COMPONENTES DEL GABINETE SOCIAL MONITOREADOS Y EVALUADOS.-
SISTEMA DE MONITOREO Y EVUALUACION DE LUCHA CONTRA LA POBREZA (SIMELP)INSTALADO Y EN FUNCIONAMIENTO.-",0- *,2014,903574845,,
12-PODER EJECUTIVO,02-VICEPRESIDENCIA DE LA REPÚBLICA,1- *,0- *,2016,902722227,,
23-ENTES AUTÓNOMOS Y AUTÁRQUICOS,03-INSTITUTO NACIONAL DE DESARROLLO RURAL Y DE LA TIERRA,1- FORTALECER EL SERVICIO DE MENSURA TITULACION,2- *,2011,901517421,,
22-GOBIERNOS DEPARTAMENTALES,16-GOBIERNO DEPARTAMENTAL DE BOQUERON,17- *,"7- ES EL PROGRAMA ENCARGADO DEL ANALISIS E INVESTIGACIÓN DEL SUELO DE LA REGIÓN DE MANERA A OBTENER AGUA PARA LAS ZONAS MÁS AFECTADAS POR LAS CONSTANTES SEQUÍAS, CARACTERISTICA DE LA REGION CHAQUEÑA.",2013,901142038,,
28-UNIVERSIDADES NACIONALES,04-UNIVERSIDAD NACIONAL DE ITAPÚA,"4- TOTAL DE ALUMNOS FORMADOS EN CIENCIAS ECONOMICAS, CONTABLES Y ADMINISTRATIVAS POR AÑO.","2- FORMAR PROFESIONALES COMPETENTES PARA EL MERCADO LABORAL, ATENDIENDO A LAS EXIGENCIAS DEL MERCOSUR Y COMPROMETIDOS CON LA REALIDAD SOCIOECONÓMICA DE LA REGIÓN",2011,898508714,,
22-GOBIERNOS DEPARTAMENTALES,13-GOBIERNO DEPARTAMENTAL DE AMAMBAY,1- *,4- *,2013,898029350,,
12-PODER EJECUTIVO,01-PRESIDENCIA DE LA REPÚBLICA,11- *,0- *,2014,896917460,,
12-PODER EJECUTIVO,05-MINISTERIO DE DEFENSA NACIONAL,20- *,0- *,2011,893091977,,
12-PODER EJECUTIVO,01-PRESIDENCIA DE LA REPÚBLICA,2- *,"5- NECESIDAD DE:
1. COORDINAR LOS TRABAJOS DE ASESORAMIENTO CON EL JEFE/A  DE GABINETE DEL MINISTRO.
2. REPRESENTAR A LA STP EN LAS REUNIONES INTERINSTITUCIONALES, CONSEJOS Y COMISIONES A SOLICITUD DEL MINISTRO/A- SECRETARIO EJECUTIVO Y DEL JEFE DE GABINET (...)",2016,891202784,,
22-GOBIERNOS DEPARTAMENTALES,10-GOBIERNO DEPARTAMENTAL DE ALTO PARANÁ,"3- -REDUCCIÓN DEL TIEMPO DE GESTION Y TRAMITES ADMINISTRATIVOS ESPERADOS.
-MEJORA EN LA CALIDAD DE LAS DECISIONES A NIVEL GERENCIAL IMPARTIDAS.
-MAYOR CREDIBILIDAD Y CONFIANZA DE LOS PROVEEDORES EN LOS PROCESOS DE ADQUISICIONES REALIZADAS.
-MEJORA EN LA CA (...)",0- *,2012,890436011,,
12-PODER EJECUTIVO,05-MINISTERIO DE DEFENSA NACIONAL,1- FUNCIONAMIENTO OPERATIVO,9- *,2014,889351326,,
28-UNIVERSIDADES NACIONALES,05-UNIVERSIDAD NACIONAL DE CONCEPCIÓN,6- *,1- FACULTAD DE CIENCIAS EXACTAS Y TECNOLOGICAS,2014,888213684,,
28-UNIVERSIDADES NACIONALES,04-UNIVERSIDAD NACIONAL DE ITAPÚA,"4- TOTAL DE ALUMNOS FORMADOS EN CIENCIAS ECONOMICAS, CONTABLES Y ADMINISTRATIVAS POR AÑO.",1- LA FACULTAD DE C. ECONÓMICAS Y ADMINISTRATIVAS FUE CREADA CON EL PROPÓSITO DE  FORMAR PROFESIONALES  COMPETENTES PARA EL MERCADO LABORAL ATENDIENDO LAS EXIGENCIAS DEL MERCOSUR Y COMPROMETIDOS CON LA REALIDAD SOCIO-ECONÓMICA DE LA REGIÓN.,2013,887639009,,
12-PODER EJECUTIVO,05-MINISTERIO DE DEFENSA NACIONAL,7- - CUMPLIR EN FORMA EFICIENTE LA MISION ASIGNADA POR LA CONSTITUCION NACIONAL Y LAS LEYES.,"1- EL COMANDO LOGISTICO COMPONENTE DE LAS FFMM, CREADO PARA ARMONIZAR Y COORDINAR EL APOYO LOGISTICO A LAS UNIDADDES DEL EJERCITO Y MEDIANTE ORDEN A LAS DEMÁS UNIDADES DE LAS FFMM, A TRAVÈS DEL CUARTEL GENERAL Y LAS DISTINTAS DIRECCIONES DE SERVICIOS COMPO (...)",2013,886202231,,
22-GOBIERNOS DEPARTAMENTALES,11-GOBIERNO DEPARTAMENTAL DE CENTRAL,1- *,5- *,2013,883530112,,
28-UNIVERSIDADES NACIONALES,07-UNIVERSIDAD NACIONAL DE CAAGUAZU,1- *,2- FACULTAD DE CIENCIAS MEDICAS,2016,883126090,,
28-UNIVERSIDADES NACIONALES,04-UNIVERSIDAD NACIONAL DE ITAPÚA,"4- TOTAL DE ALUMNOS FORMADOS EN CIENCIAS ECONOMICAS, CONTABLES Y ADMINISTRATIVAS POR AÑO.","2- FORMAR PROFESIONALES COMPETENTES PARA EL MERCADO LABORAL, ATENDIENDO A LAS EXIGENCIAS DEL MERCOSUR Y COMPROMETIDOS CON LA REALIDAD SOCIOECONÓMICA DE LA REGIÓN",2013,882973265,,
28-UNIVERSIDADES NACIONALES,01-UNIVERSIDAD NACIONAL DE ASUNCIÓN,"5- -FORMAR PROFESIONALES EN CONTADURIA PUBLICA, ECONOMIA Y ADMINISTRACION. 
-REALIZAR TRABAJOS DE INVESTIGACION EN EL AREA DE LAS CIENCIAS ECONOMICAS. 
-PRESTAR SERVICIOS DE ASISTENCIA TECNICA Y CAPACITACION PROFESIONAL. -REALIZAR DE CURSOS DE POSGRADO EN  (...)",6- *,2011,877625560,,
11-PODER LEGISLATIVO,03-CÁMARA DE DIPUTADOS,2- **,0- *,2013,876406526,,
28-UNIVERSIDADES NACIONALES,04-UNIVERSIDAD NACIONAL DE ITAPÚA,"4- TOTAL DE ALUMNOS FORMADOS EN CIENCIAS ECONOMICAS, CONTABLES Y ADMINISTRATIVAS POR AÑO.","2- FORMAR PROFESIONALES COMPETENTES PARA EL MERCADO LABORAL, ATENDIENDO A LAS EXIGENCIAS DEL MERCOSUR Y COMPROMETIDOS CON LA REALIDAD SOCIOECONÓMICA DE LA REGIÓN",2012,873261976,,
12-PODER EJECUTIVO,09-MINISTERIO DE JUSTICIA Y TRABAJO,4- ASISTIR ADMINISTRATIVAMENTE A 14 PENITENCIARIAS DEL PAIS,"3- GUARDA Y CUSTODIA DE MUJERES QUE VIOLAN LAS LEYES
",2011,872806335,,
28-UNIVERSIDADES NACIONALES,05-UNIVERSIDAD NACIONAL DE CONCEPCIÓN,3- FORMACIÓN DE PROFESIONALES QUE ASUMAN EL COMPROMISO DE MANTENER LOS ALTOS VALORES HUMANOS Y LA ÉTICA PROFESIONAL EN EL MARCO DE SUS RESPONSABILIDADES LEGALES Y LA BÚSQUEDA CONSTANTE DEL BIEN COMÚN. ESTÉN ENTRENADOS PARA TRABAJAR EN EQUIPO E INTERDISCIPL (...),"2- FACULTAD DE CIENCIAS ECONOMICAS Y ADMINISTRATIVAS, CARRERA DE CIENCIAS CONTABLES.-",2011,870510104,,
12-PODER EJECUTIVO,01-PRESIDENCIA DE LA REPÚBLICA,30- *,1- *,2013,870073881,,
12-PODER EJECUTIVO,06-MINISTERIO DE HACIENDA,14- *,0- *,2012,869129161,,
12-PODER EJECUTIVO,08-MINISTERIO DE SALUD PÚBLICA Y BIENESTAR SOCIAL,"10- -PERSONAS CAPACITADAS.
-DISTRIBUCION DE RECURSOS HUMANOS PROFESIONALES Y CAPACITADOS.
-INVESTIGACIONES EN SALUD.",1- CON EL PROGRAMA SE PRETENDE LOGRAR LA OPTIMIZACIÓN DE LOS RECURSOS HUMANOS EN EL ÁREA DE SALUD.,2014,865256315,,
12-PODER EJECUTIVO,"16-MINISTERIO DE TRABAJO, EMPLEO Y SEGURIDAD SOCIAL",1- *,"1- -SUPERVISIÓN DE CURSOS DE FORMACIÓN Y CAPACITACIÓN LABORAL.
-REGISTRO O HABILITACIÒN DE INSTITUTOS DE FORMACIÒN Y CAPACITACIÒN LABORAL (IFCL)",2016,864478943,,
22-GOBIERNOS DEPARTAMENTALES,07-GOBIERNO DEPARTAMENTAL DE ITAPUA,7- *,16- LA NECESIDAD DE CONTAR CON UN SISTEMA EDUCATIVO ABIERTO Y PARTICIPATIVO PARA QUE LOS JOVENES PUEDAN RECIBIR UNA EDUCACION MAS JUSTA Y DIGNA.-,2012,863219135,,
22-GOBIERNOS DEPARTAMENTALES,07-GOBIERNO DEPARTAMENTAL DE ITAPUA,7- *,16- LA NECESIDAD DE CONTAR CON UN SISTEMA EDUCATIVO ABIERTO Y PARTICIPATIVO PARA QUE LOS JOVENES PUEDAN RECIBIR UNA EDUCACION MAS JUSTA Y DIGNA.-,2014,861852803,,
28-UNIVERSIDADES NACIONALES,05-UNIVERSIDAD NACIONAL DE CONCEPCIÓN,"1- FORMACION DE PROFESIONALES UNIVERSITARIOS Y SUPERIOR, ESTIMULANDO EL ESPIRITU CREATIVO, INVESTIGATIVO TENDIENTE A FOMENTAR LA PRODUCCION, E INNOVACION DE CARACTER CIENTIFICO EDUCATIVO Y ARTISTICO EN EL AMBITO LOCAL, NACIONAL E INTERNACIONAL PARA EL FORT (...)",4- FACULTAD DE MEDICINA,2016,859515439,,
12-PODER EJECUTIVO,05-MINISTERIO DE DEFENSA NACIONAL,7- - CUMPLIR EN FORMA EFICIENTE LA MISION ASIGNADA POR LA CONSTITUCION NACIONAL Y LAS LEYES.,"1- EL COMANDO LOGISTICO COMPONENTE DE LAS FFMM, CREADO PARA ARMONIZAR Y COORDINAR EL APOYO LOGISTICO A LAS UNIDADDES DEL EJERCITO Y MEDIANTE ORDEN A LAS DEMÁS UNIDADES DE LAS FFMM, A TRAVÈS DEL CUARTEL GENERAL Y LAS DISTINTAS DIRECCIONES DE SERVICIOS COMPO (...)",2014,858357157,,
22-GOBIERNOS DEPARTAMENTALES,02-GOBIERNO DEPARTAMENTAL DE SAN PEDRO,2- *,6- *,2014,858093640,,
11-PODER LEGISLATIVO,03-CÁMARA DE DIPUTADOS,2- **,0- *,2014,856155540,,
22-GOBIERNOS DEPARTAMENTALES,06-GOBIERNO DEPARTAMENTAL DE CAAZAPÁ,2- *,2- *,2015,853466032,,
12-PODER EJECUTIVO,09-MINISTERIO DE JUSTICIA Y TRABAJO,"2- - INSCRIPCIÒN Y EXPEDICIÓN DE CERTIFICADOS DE HECHOS VITALES (NACIMIENTOS, MATRIMONIOS, DEFUNCIONES)

",16- *,2016,853007432,,
12-PODER EJECUTIVO,06-MINISTERIO DE HACIENDA,19- *,0- 0,2014,850785407,,
12-PODER EJECUTIVO,01-PRESIDENCIA DE LA REPÚBLICA,11- ACTIVIDADES REALIZADAS PARA PROTEGER LA INTEGRIDAD TERRITORIAL.,0- *,2012,849040424,,
28-UNIVERSIDADES NACIONALES,03-UNIVERSIDAD NACIONAL DE PILAR,7- -ESPECIALIZACION DE PROFESIONALES,0- *,2011,846620249,,
22-GOBIERNOS DEPARTAMENTALES,10-GOBIERNO DEPARTAMENTAL DE ALTO PARANÁ,"3- -REDUCCIÓN DEL TIEMPO DE GESTION Y TRAMITES ADMINISTRATIVOS ESPERADOS.
-MEJORA EN LA CALIDAD DE LAS DECISIONES A NIVEL GERENCIAL IMPARTIDAS.
-MAYOR CREDIBILIDAD Y CONFIANZA DE LOS PROVEEDORES EN LOS PROCESOS DE ADQUISICIONES REALIZADAS.
-MEJORA EN LA CA (...)",0- *,2013,845632583,,
11-PODER LEGISLATIVO,01-CONGRESO NACIONAL,1- *,0- *,2013,844705771,,
12-PODER EJECUTIVO,05-MINISTERIO DE DEFENSA NACIONAL,3- *,"1- ORGANISMO QUE TIENE LA MISION DE COMADAR LAS FUERZAS ARMADAS DE LA NACION Y LA RESPONSABILIDAD EN LA PREPARACION DEL PERSONAL MILITAR Y DE SU ESTRUCTURA INTEGRAL COMO UN TODO, PARA EL EFICIENTE DESEMPEÑO DE LAS FUNCIONES QUE CORRESPONDE A LAS FUERZAS AR (...)",2015,844624084,,
12-PODER EJECUTIVO,01-PRESIDENCIA DE LA REPÚBLICA,"18- ACTOS OFICIALES Y PROTOCOLARES ORGANIZADOS Y COORDINADOS.
PLANES DE ACCION DE CONFERENCIAS U SEMILARES COORDINADOS Y EJECUTADOS.
PARTICIPACIÓN DE PROPUESTAS, PROGRAMAS, PLANES Y PROYECTOS.",0- *,2012,843788659,,
12-PODER EJECUTIVO,01-PRESIDENCIA DE LA REPÚBLICA,25- ENCARGADA DE COORDINAR LAS ACTIVIDADES DE LOS MINISTERIOS QUE SE OCUPAN DE LOS SECTORES SOCIALES,0- *,2013,842627291,,
12-PODER EJECUTIVO,01-PRESIDENCIA DE LA REPÚBLICA,3- *,1- CONSISTE EN INCORPORAR EN EL CICLO DE POLÍTICAS PÚBLICAS LA PERSPECTIVA DE GÉNERO DE LOS ÁMBITOS DEL PNIO 2008/2017 PARA QUE LA ACCIÓN DEL GOBIERNO FOCALICE LA SITUACIÓN ESPECÍFICA DE LAS MUJERES Y OBTENGA RESULTADOS CONCRETOS DE INCLUSIÓN Y MEJORAMIENT (...),2012,841687087,,
28-UNIVERSIDADES NACIONALES,01-UNIVERSIDAD NACIONAL DE ASUNCIÓN,9- -FORMAR PROFESIONALES EN CIENCIAS VETERINARIAS. REALIZAR TRABAJOS DE INVESTIGACION EN EL AREA PECUARIA. PRESTAR SERVICIOS DE ASISTENCIA TECNICA Y CAPACITACION PROFESIONAL.PRESTAR SERVICIOS DE ASISTENCIA MEDICA-HOSPITALARIA.PRESTAR SERVICIOS LABORATORIAL (...),5- FORMACION PROFESIONAL EN CIENCIAS VETERINARIAS - FILIAL CAAZAPA,2012,840840900,,
12-PODER EJECUTIVO,11-MINISTERIO DE INDUSTRIA Y COMERCIO,"1- - IMPLEMENTAR LA POLITICA DE APOYO INDUSTRIAL Y CONCERTARLA CON   SECTORES PRODUCTIVOS.
- APOYAR AL CONSEJO DE INVERSIONES EN TODAS LAS DILIGENCIAS   NECESARIAS
- REALIZAR EL ACTA DE LAS REUNIONES DEL CONSEJO Y TRAMITAR ANTE LAS   INSTITUCIONES DEL ESTA (...)",2- *,2013,840282483,,
12-PODER EJECUTIVO,13-MINISTERIO DE OBRAS PÚBLICAS Y COMUNICACIONES,1- *,42- *,2015,839947907,,
22-GOBIERNOS DEPARTAMENTALES,07-GOBIERNO DEPARTAMENTAL DE ITAPUA,7- *,"7- EL GOBIERNO DEPARTAMENTAL A TRAVES DE LA SECRETARIA DE ACCION SOCIAL, TIENE COMO OBJETIVO........",2012,839834671,,
22-GOBIERNOS DEPARTAMENTALES,08-GOBIERNO DEPARTAMENTAL DE MISIONES,1- *,3- COORDINAR ACCIONES CON LA OCTAVA REGION SANITARIA Y EL CEPRA A FIN DE AUMENTAR LA COBERTURA DE LOS SERVICIOS DE SALUD A LOS SECTORES MAS VULNERABLES DEL DEPARTAMENTO A TRAVES DE ATENCIONES INTEGRADAS PARA MEJORAR LAS CONDICIONES DE VIDA DE LA POBLACION  (...),2015,837561132,,
22-GOBIERNOS DEPARTAMENTALES,17-GOBIERNO DEPARTAMENTAL DE ALTO PARAGUAY,1- *,6- *,2012,836623459,,
22-GOBIERNOS DEPARTAMENTALES,02-GOBIERNO DEPARTAMENTAL DE SAN PEDRO,2- *,13- *,2014,834271838,,
28-UNIVERSIDADES NACIONALES,06-UNIVERSIDAD NACIONAL DE VILLARRICA DEL ESPIRITU SANTO,12- *,1- *,2011,834252552,,
12-PODER EJECUTIVO,05-MINISTERIO DE DEFENSA NACIONAL,1- FUNCIONAMIENTO OPERATIVO,9- *,2011,832996024,,
28-UNIVERSIDADES NACIONALES,07-UNIVERSIDAD NACIONAL DE CAAGUAZU,5- *,2- *,2012,832864967,,
12-PODER EJECUTIVO,04-MINISTERIO DE RELACIONES EXTERIORES,"1- - PERSONAL DIPLOMÁTICO Y CONSULAR CAPACITADO.
- PERSONAL ADMINISTRATIVO, TÉCNICO Y GENERAL CAPACITADO.
- HITOS CONTROLADOS Y KILÓMETROS DEMARCADOS.
- DOCUMENTOS REGISTRADOS.

","1- FORMACIÓN, PERFECCIONAMIENTO Y ACTUALIZACIÓN DE LOS FUNCIONARIOS QUE INTEGRAN EL ESCALAFÓN DIPLOMÁTICO Y CONSULAR SEGÚN LEY N° 1335/99. 
CAPACITACIÓN EN IDIOMAS DE LOS ESCALAFONADOS Y FUNCIONARIOS EN GENERAL.",2012,832836500,,
21-BANCA CENTRAL DEL ESTADO,01-BANCO CENTRAL DEL PARAGUAY,4- -CUMPLIMIENTO DE LAS OBLIGACIONES FINANCIERAS ASUMIDAS EN TIEMPO Y FORMA.,0- *,2015,826944680,,
24-ENTIDADES PÚBLICAS DE SEGURIDAD SOCIAL,05-CAJA DE JUBILACIONES Y PENSIONES DEL PERSONAL MUNICIPAL,"1- REALIZAR UN TRABAJO CON ALTO GRADO DE PRODUCTIVIDAD Y EFICIENCIA, A TRAVES DE LA ADQUISICION DE BIENES DE CAPITAL Y CREDITOS PRESUPUESTARIOS ASIGNADOS A  GASTOS DE FUNCIONAMIENTO U OPERATIVOS",0- *,2016,825642736,,
28-UNIVERSIDADES NACIONALES,08-UNIVERSIDAD NACIONAL DE CANINDEYÚ,6- *,1- *,2013,822062644,,
12-PODER EJECUTIVO,05-MINISTERIO DE DEFENSA NACIONAL,16- *,"2- ES LA DEPENDENCIA QUE SE ENCARGA DE REGISTRAR EN UNA BASE DE DATOS TODOS LOS USUARIOS POSEEDORES DE ARMAS DE USO CIVIL Y MILITAR; IGUALMENTE TODOS LOS USUARIOS QUE UTILIZAN EXPLOSIVOS, ACCESORIOS Y AFINES, EN LA REPUBLICA DEL PARAGUAY.",2011,820075598,,
12-PODER EJECUTIVO,01-PRESIDENCIA DE LA REPÚBLICA,25- *,0- *,2014,817967697,,
28-UNIVERSIDADES NACIONALES,08-UNIVERSIDAD NACIONAL DE CANINDEYÚ,1- *,5- *,2015,816027403,,
12-PODER EJECUTIVO,05-MINISTERIO DE DEFENSA NACIONAL,16- *,"2- ES LA DEPENDENCIA QUE SE ENCARGA DE REGISTRAR EN UNA BASE DE DATOS TODOS LOS USUARIOS POSEEDORES DE ARMAS DE USO CIVIL Y MILITAR; IGUALMENTE TODOS LOS USUARIOS QUE UTILIZAN EXPLOSIVOS, ACCESORIOS Y AFINES, EN LA REPUBLICA DEL PARAGUAY.",2012,814505212,,
28-UNIVERSIDADES NACIONALES,02-UNIVERSIDAD NACIONAL DEL ESTE,"1- -INFORMACION OPORTUNA Y CONFIABLE.
-NUMERO DE TRAMITES Y GESTION ADMINISTRATIVA REALIZADA.
-CREDIBILIDAD Y CONFIANZA DE LOS PROVEEDORES.
-INFORMACIONES OPORTUNA Y DE CALIDAD.",0- *,2016,814255438,,
12-PODER EJECUTIVO,05-MINISTERIO DE DEFENSA NACIONAL,3- *,"7- FORMACION, CAPACITACION Y ESPECIALIZACION DEL PERSONAL EN ACTIVIDADES RELACIONADAS AL EMPLEO RAPIDO DE TROPAS, EQUIPOS Y MATERIALES, EN APOYO A LA DEFENSA CIVIL Y ORGANOS DE LA DEFENSA INTERNA",2012,811871997,,
11-PODER LEGISLATIVO,03-CÁMARA DE DIPUTADOS,2- **,0- *,2012,810631982,,
12-PODER EJECUTIVO,05-MINISTERIO DE DEFENSA NACIONAL,3- *,"7- FORMACION, CAPACITACION Y ESPECIALIZACION DEL PERSONAL EN ACTIVIDADES RELACIONADAS AL EMPLEO RAPIDO DE TROPAS, EQUIPOS Y MATERIALES, EN APOYO A LA DEFENSA CIVIL Y ORGANOS DE LA DEFENSA INTERNA",2011,810200685,,
28-UNIVERSIDADES NACIONALES,01-UNIVERSIDAD NACIONAL DE ASUNCIÓN,"14- -LA CAPACITACION DE RRHH CALIFICADOS EN ENFERMERIA Y OBSTETRICIA, DE NIVEL UNIVERSITARIO, PARA FORTALECER LOS SERVICIOS SOCIALES Y DE SALUD, REGIONALES Y NACIONALES.","6- * DADA LA ESCASEZ DE PERSONAL CALIFICADO EN ENFERMERIA, PARA LA ATENCION DEL CUIDADO DE LA SALUD, EN RELACION A LAS NECESIDADES DE LA COMUNIDAD, LA ESCUELA DE ENFERMERIA TIENE UN ALTO COMPROMISO SOCIAL DE PROVEER UN PROFESIONAL CAPAZ DE AYUDAR EN LA SOL (...)",2013,810069763,,
28-UNIVERSIDADES NACIONALES,01-UNIVERSIDAD NACIONAL DE ASUNCIÓN,9- -FORMAR PROFESIONALES EN CIENCIAS VETERINARIAS. REALIZAR TRABAJOS DE INVESTIGACION EN EL AREA PECUARIA. PRESTAR SERVICIOS DE ASISTENCIA TECNICA Y CAPACITACION PROFESIONAL.PRESTAR SERVICIOS DE ASISTENCIA MEDICA-HOSPITALARIA.PRESTAR SERVICIOS LABORATORIAL (...),7- *,2012,808282175,,
12-PODER EJECUTIVO,03-MINISTERIO DEL INTERIOR,2- -REALIZACION DE 2000 SERV DE PREVENC DE HECHOS PUNIBLES- ATENCION DE 984 CASOS EN BIENESTAR POLICIAL- INVESTIGACION DE 1150 HECHOS PUNIBLES- REALIZAC DE 480 INTERVENCIONES DE APOYO TACTICO- CAPACITACION DE 4603 OFIC Y SUBOFIC- ELABORACION DE 892000 DOCU (...),"3- CONSISTE EN PLANEAR, ORGANIZAR, EJECUTAR Y EVALUAR CONFORME A RESULTADOS EL APOYO TECNICO Y CIENTIFICO, A LAS FUNCIONES PREVENTIVAS E INVESTIGATIVAS, PARA LA REDUCCION DELINDICE DELICTIVO Y EL AUMENTO DEL ESCLARESCIMIENTO DE LOS MISMOS",2013,807406712,,
28-UNIVERSIDADES NACIONALES,07-UNIVERSIDAD NACIONAL DE CAAGUAZU,1- *,6- *,2016,804704570,,
12-PODER EJECUTIVO,01-PRESIDENCIA DE LA REPÚBLICA,"14- PLANES Y PROGRAMAS DE DESARROLLO TURISTICOS IMPLEMENTADOS,.
FERIAS Y EVENTOS TURISTICOS NACIONALES E INTERNACIONALES REALIZADOS",2- *,2013,804414727,,
12-PODER EJECUTIVO,10-MINISTERIO DE AGRICULTURA Y GANADERÍA,10- N/A,0- *,2011,804237336,,
23-ENTES AUTÓNOMOS Y AUTÁRQUICOS,16-SERVICIO NACIONAL DE CALIDAD Y SALUD ANIMAL,1- SON LAS ACCIONES INSTITUCIONALES REALIZADAS EN EL MARCO DE LA CALIDAD Y SALUD ANIMAL CON EL OBJETO DE MANTENER Y MEJORAR EL STATUS SANITARIO ANIMAL NACIONAL. CONTRIBUIR CON LA CALIDAD E INOCUIDAD DE PRODUCTOS Y SUBPRODUCTOS DE ORIGEN ANIMAL VOLVIENDOLOS (...),"4- CERTIFICADOS SANITARIOS DE PRODUCTOS DE ORIGEN ANIMAL Y CERTIFICADOS HIGIENICO SANITARIO DE SUBPRODUCTOS DE ORIGEN ANIMAL. INSPECCION ANTE Y POSMORTEN DE ANIMALES CON DESTINO A FAENA. INSPECCION Y HABILITACION DE MATADEROS, FRIGORIFICOS, MEDIOS DE TRANS (...)",2015,804080002,,
12-PODER EJECUTIVO,11-MINISTERIO DE INDUSTRIA Y COMERCIO,"1- - IMPLEMENTAR LA POLITICA DE APOYO INDUSTRIAL Y CONCERTARLA CON   SECTORES PRODUCTIVOS.
- APOYAR AL CONSEJO DE INVERSIONES EN TODAS LAS DILIGENCIAS   NECESARIAS
- REALIZAR EL ACTA DE LAS REUNIONES DEL CONSEJO Y TRAMITAR ANTE LAS   INSTITUCIONES DEL ESTA (...)",2- *,2015,803700528,,
12-PODER EJECUTIVO,04-MINISTERIO DE RELACIONES EXTERIORES,"1- - PERSONAL DIPLOMÁTICO Y CONSULAR CAPACITADO.
- HITOS CONTROLADOS Y KILÓMETROS DEMARCADOS.
- DOCUMENTOS REGISTRADOS.

","1- FORMACIÓN, PERFECCIONAMIENTO Y ACTUALIZACIÓN DE LOS FUNCIONARIOS QUE INTEGRAN EL ESCALAFÓN DIPLOMÁTICO Y CONSULAR SEGÚN LEY N° 1335/99. 
CAPACITACIÓN EN IDIOMAS DE LOS ESCALAFONADOS Y FUNCIONARIOS EN GENERAL.",2011,801383717,,
23-ENTES AUTÓNOMOS Y AUTÁRQUICOS,11-DIRECCION NACIONAL DE TRANSPORTE,"1- -IMPLEMENTAR SISTEMA DE CONTROL EN LAS DISTINTAS DEPENDENCIAS RELACIONADAS A LA RECUDACIÒN A FIN DE MEJORAR LOS INGRESOS EN UN MÌNIMO DEL 10% Y EN UN MÀXIMO DEL 20%
-CAPACITAR AL 40% DE LOS FUNCIONARIOS TANTO EN ÀREA ADMINISTRATIVA COMO OPERATIVA.
-MEJO (...)",0- *,2016,801114530,,
12-PODER EJECUTIVO,10-MINISTERIO DE AGRICULTURA Y GANADERÍA,10- *,0- *,2014,800975133,,
22-GOBIERNOS DEPARTAMENTALES,04-GOBIERNO DEPARTAMENTAL DE GUAIRÁ,"1- - APOYO A LA EDUCACION Y CULTURA
- APOYO AL SECTOR SALUD
- APOYO A LA MUJER, NIÑEZ Y ADOLESCENCIA
- APOYO A LA JUVENTUD",8- *,2014,800646000,,
12-PODER EJECUTIVO,01-PRESIDENCIA DE LA REPÚBLICA,1- *,7- *,2011,799542157,,
22-GOBIERNOS DEPARTAMENTALES,17-GOBIERNO DEPARTAMENTAL DE ALTO PARAGUAY,1- *,6- *,2013,799481078,,
12-PODER EJECUTIVO,09-MINISTERIO DE JUSTICIA Y TRABAJO,4- ASISTIR ADMINISTRATIVAMENTE A 14 PENITENCIARIAS DEL PAIS,12- GUARDA Y CUSTODIA DE RECLUSOS,2011,798125259,,
12-PODER EJECUTIVO,07-MINISTERIO DE EDUCACIÓN Y CULTURA,"5- - RECONOCIMIENTO DE PERSONERIA JURIDICA DE ENTIDADES RELIGIOSAS. 
- INSCRIPCIÓN Y RENOVACIÓN DE CERTIFICADOS A ENTIDADES RELIGIOSAS. 
- EMISIÓN DE CARNETS A RELIGIOSOS.
- TRÁMITES LEGALES PARA RADICACIÓN DE PASTORES EXTRANJEROS.
- IMPRESIÓN DE ESTATUTOS (...)",0- *,2011,794153702,,
22-GOBIERNOS DEPARTAMENTALES,17-GOBIERNO DEPARTAMENTAL DE ALTO PARAGUAY,1- *,2- *,2015,793793258,,
28-UNIVERSIDADES NACIONALES,07-UNIVERSIDAD NACIONAL DE CAAGUAZU,1- *,1- FORMACION EN CIENCIAS ECONOMICAS,2016,793702083,,
13-PODER JUDICIAL,03-MINISTERIO PÚBLICO,1- PAGO DE LA DEUDA DEL PROYECTO PAR 97/017,0- *,2015,791345950,,
22-GOBIERNOS DEPARTAMENTALES,06-GOBIERNO DEPARTAMENTAL DE CAAZAPÁ,2- *,6- *,2012,789890491,,
28-UNIVERSIDADES NACIONALES,04-UNIVERSIDAD NACIONAL DE ITAPÚA,"1- FORMACION DE ALUMNOS DE GRADO, POSGRADO E INVESTIGACIONES POR AÑO.","4- FORMACION DE ALUMNOS DE GRADO, POSTGRADO E INSVESTIGACIONES",2016,789800779,,
