nivel,entidad,programa,subprgrama,monto,,,
12-PODER EJECUTIVO,08-MINISTERIO DE SALUD PÚBLICA Y BIENESTAR SOCIAL,"1- -PROMOVER LA PARTICIPACIÓN CIUDADANA EN EL ACCIONAR DEL SISTEMA NACIONAL DE SALUD MEDIANTE PROCESOS DE INFORMACIÓN, EDUCACIÓN Y COMUNICACIÓN, QUE FOMENTEN LA PROMOCIÓN DE LA SALUD Y LA PREVENCIÓN DE ENFERMEDADES, EN EL ÁMBITO COLECTIVO, FAMILIAR E INDIV (...)","9- CONSISTE EN IMPLEMENTAR ACCIONES QUE PROMUEVAN CALIDAD DE VIDA EN NIÑOS/AS; ANCIANOS/AS, PERSONAS CON DISCAPACIDAD Y FAMILIAS; CON SERVICIOS SOCIALES EN LOS TERRITORIOS SOCIALES INSTALADOS Y LA ARTICULACIÓN CON ORGANISMOS PÚBLICOS Y ORGANIZACIONES DE LA (...)",19054597428,,,
12-PODER EJECUTIVO,11-MINISTERIO DE INDUSTRIA Y COMERCIO,2- *,0- *,19049504673,,,
12-PODER EJECUTIVO,08-MINISTERIO DE SALUD PÚBLICA Y BIENESTAR SOCIAL,"1- -PROMOVER LA PARTICIPACIÓN CIUDADANA EN EL ACCIONAR DEL SISTEMA NACIONAL DE SALUD MEDIANTE PROCESOS DE INFORMACIÓN, EDUCACIÓN Y COMUNICACIÓN, QUE FOMENTEN LA PROMOCIÓN DE LA SALUD Y LA PREVENCIÓN DE ENFERMEDADES, EN EL ÁMBITO COLECTIVO, FAMILIAR E INDIV (...)",65- *,19019108148,,,
12-PODER EJECUTIVO,01-PRESIDENCIA DE LA REPÚBLICA,4- *,"3- LA SENATICS ES LA INSTITUCIÓN DEPENDIENTE DEL PODER EJECUTIVO QUE DEFINE, FISCALIZA Y APOYA LA IMPLEMENTACIÓN DE POLÍTICAS Y ESTRATEGIAS
TRANSVERSALES PARA GARANTIZAR EL ACCESO Y USO DE LAS TECNOLOGÍAS DE LA INFORMACIÓN Y COMUNICACIÓN TICS A LA POBLACIÓ (...)",18884747041,,,
12-PODER EJECUTIVO,08-MINISTERIO DE SALUD PÚBLICA Y BIENESTAR SOCIAL,"1- -PROMOVER LA PARTICIPACIÓN CIUDADANA EN EL ACCIONAR DEL SISTEMA NACIONAL DE SALUD MEDIANTE PROCESOS DE INFORMACIÓN, EDUCACIÓN Y COMUNICACIÓN, QUE FOMENTEN LA PROMOCIÓN DE LA SALUD Y LA PREVENCIÓN DE ENFERMEDADES, EN EL ÁMBITO COLECTIVO, FAMILIAR E INDIV (...)",58- *,18680670399,,,
13-PODER JUDICIAL,01-CORTE SUPREMA DE JUSTICIA,2- *,10- *,18461304904,,,
13-PODER JUDICIAL,04-CONSEJO DE LA MAGISTRATURA,"1- -EDICTOS PUBLICADOS.
-CANDIDATOS EN TERNAS SELECCIONADAS.
-LLAMADOS A CONCURSO.
-INFRAESTRUCTURA EDILICIA E INFORMATICA MEJORADA.",0- *,18248161566,,,
12-PODER EJECUTIVO,08-MINISTERIO DE SALUD PÚBLICA Y BIENESTAR SOCIAL,"2- - PORCENTAJE DE LAS PERSONAS QUE ACCEDEN A CONDICIONES DE SANEAMIENTO AMBIENTAL EN COMUNIDADES RURALES DE MENOS DE 10.000 HABITANTES Y EN COMUNIDADES INDÍGENAS POR DEPARTAMENTOS Y DISTRITOS.
- PORCENTAJE DE LAS PERSONAS QUE ACCEDEN AL AGUA POTABLE EN CO (...)","2- SALUD AMBIENTAL:COMPRENDE AQUELLOS ASPECTOS DE LA SALUD HUMANA INCLUIDA LA CALIDAD DE VIDA, SON SON DETERMINADOS POR LOS FACTORES AMBIENTALES, FISICOS, QUIMICOS, BIOLOGICOS, SOCIALES Y PSICOSOCIALES QUE BUSCA PREVENIR Y CONTROLAR AQUELLOS FACTORES QUE A (...)",18053262710,,,
12-PODER EJECUTIVO,08-MINISTERIO DE SALUD PÚBLICA Y BIENESTAR SOCIAL,"1- -PROMOVER LA PARTICIPACIÓN CIUDADANA EN EL ACCIONAR DEL SISTEMA NACIONAL DE SALUD MEDIANTE PROCESOS DE INFORMACIÓN, EDUCACIÓN Y COMUNICACIÓN, QUE FOMENTEN LA PROMOCIÓN DE LA SALUD Y LA PREVENCIÓN DE ENFERMEDADES, EN EL ÁMBITO COLECTIVO, FAMILIAR E INDIV (...)",43- *,17436163790,,,
28-UNIVERSIDADES NACIONALES,02-UNIVERSIDAD NACIONAL DEL ESTE,"2- - PROFESIONALES FORMADOS EN EL ÁREA TÉCNICA
",3- *,17320653814,,,
28-UNIVERSIDADES NACIONALES,01-UNIVERSIDAD NACIONAL DE ASUNCIÓN,2- *,5- *,17010264130,,,
22-GOBIERNOS DEPARTAMENTALES,02-GOBIERNO DEPARTAMENTAL DE SAN PEDRO,1- *,"1- LA SECRETARÍA CUENTA CON UNA BASE DE DATOS RELACIONADA CON LA POBLACION ESCOLAR, SECUNDARIA Y UNIVERSITARIA. A TRAVES DE SU PRESUPUESTO APOYA A UN GRAN NRO. DE ESTUDIANTES DEL DPTO.P/LA PROSECUCION DE SUS ESTUDIOS MEDIANTE LA CONSECION DE BECAS ESTUDIAN (...)",17000814849,,,
23-ENTES AUTÓNOMOS Y AUTÁRQUICOS,10-COMISIÓN NACIONAL DE TELECOMUNICACIONES,1- *,0- *,16894213966,,,
13-PODER JUDICIAL,01-CORTE SUPREMA DE JUSTICIA,2- *,17- *,16805807175,,,
12-PODER EJECUTIVO,01-PRESIDENCIA DE LA REPÚBLICA,2- *,8- *,16674436128,,,
12-PODER EJECUTIVO,08-MINISTERIO DE SALUD PÚBLICA Y BIENESTAR SOCIAL,"1- -PROMOVER LA PARTICIPACIÓN CIUDADANA EN EL ACCIONAR DEL SISTEMA NACIONAL DE SALUD MEDIANTE PROCESOS DE INFORMACIÓN, EDUCACIÓN Y COMUNICACIÓN, QUE FOMENTEN LA PROMOCIÓN DE LA SALUD Y LA PREVENCIÓN DE ENFERMEDADES, EN EL ÁMBITO COLECTIVO, FAMILIAR E INDIV (...)",44- *,16668907204,,,
22-GOBIERNOS DEPARTAMENTALES,04-GOBIERNO DEPARTAMENTAL DE GUAIRÁ,"1- - APOYO A LA EDUCACION Y CULTURA
- APOYO AL SECTOR SALUD
- APOYO A LA MUJER, NIÑEZ Y ADOLESCENCIA
- APOYO A LA JUVENTUD",2- *,16534433545,,,
11-PODER LEGISLATIVO,01-CONGRESO NACIONAL,"11- COMO INDICADOR CUALITATIVO CONSTITUYE, LA DIFUSIÓN DE NUESTRA CULTURA, A TRAVÉS DE LAS DIFERENTES EXPOSICIONES, CONCURSOS LITERARIOS, FOTOGRAFICOS, ASÍ COMO EL VALORAR A LOS ARTISTAS NACIONALES Y RENDIR EL DEBIDO HOMENAJE MERECIDO, DANDO A CONOCER SUS  (...)",0- *,16261650577,,,
23-ENTES AUTÓNOMOS Y AUTÁRQUICOS,14-INSTITUTO NACIONAL DE COOPERATIVISMO,"1- -GESTIÓN Y TRÁMITES ADMINISTRATIVOS REALIZADOS
-BIENES DE CAPITAL ADQUIRIDOS
-RECURSOS FINANCIEROS APLICADOS 
-NORMAS Y DISPOSICIONES LEGALES VIGENTES DIFUNDIDAS",0- *,15954363252,,,
28-UNIVERSIDADES NACIONALES,02-UNIVERSIDAD NACIONAL DEL ESTE,"2- - PROFESIONALES FORMADOS EN EL ÁREA TÉCNICA
",1- *,15837126625,,,
11-PODER LEGISLATIVO,01-CONGRESO NACIONAL,3- *,0- *,15701315602,,,
12-PODER EJECUTIVO,01-PRESIDENCIA DE LA REPÚBLICA,2- *,5- *,15619371211,,,
12-PODER EJECUTIVO,05-MINISTERIO DE DEFENSA NACIONAL,"2- * INCREMENTAR LOS NIVELES DE SEGURIDAD Y CUSTODIA DEL ESPACIO AÉREO NACIONAL DE MANERA EFICIENTE Y EFICAZ, A TRAVÉS DEL ADIESTRAMIENTO DE TRIPULACIONES AÉREAS, TÉCNICOS DE AERONAVES Y LA ADECUADA FORMACIÓN ESPECIALIZADA Y CAPACITACIÓN ACADÉMICA DEL PERS (...)",6- DEFENSA AEREA,15598023922,,,
12-PODER EJECUTIVO,05-MINISTERIO DE DEFENSA NACIONAL,"10- - INTEGRIDAD TERRITORIAL Y DEFENSA DE AUTORIDADES LEGITIMAMENTE CONSTITUIDAS, ASEGURADAS.
","1- PLANIFICACION Y CONDUCCION ESTRATEGICA DE LAS OPERACIONES MILITARES EJECUTADAS POR LOS COMANDOS COMPONENTES, PARA EL CUMPLIMIENTO DE LA MISION DEL EJERCITO",15528715184,,,
12-PODER EJECUTIVO,13-MINISTERIO DE OBRAS PÚBLICAS Y COMUNICACIONES,1- *,8- DENTRO DE ESTE SUBPROGRAMA SE CONTEMPLA EL PROYECTO PARA LA CONSTRUCCIÓN DE UN SISTEMA DE TRASVASE DE AGUA DESDE EL RÍO PARAGUAY HASTA EL CHACO CENTRAL ASÍ COMO LA IMPLEMENTACIÓN DE ALTERNATIVAS INMEDIATAS PARA ENFRENTAR LA PROBLEMÁTICA DEL SUMINISTRO D (...),15419646956,,,
22-GOBIERNOS DEPARTAMENTALES,13-GOBIERNO DEPARTAMENTAL DE AMAMBAY,1- *,1- PROVISIÓN DE LECHE A UN PROMEDIO DE 18.000 NIÑOS,15250790487,,,
22-GOBIERNOS DEPARTAMENTALES,08-GOBIERNO DEPARTAMENTAL DE MISIONES,1- *,"1- MEJORAR Y MODERNIZAR LAS INFRAESTRUCTURAS, LOS SERVICIOS Y EL EQUIPAMIENTO DE CARACTER PUBLICO DEL DEPARTAMENTO DE MISIONES CON LA COORDINACION Y EL APOYO DE LAS MUNICIPALIDADES Y LAS DISTINTAS INSTITUCIONES PUBLICAS PARA MEJORAR EL AREA DE INFRAESTRUCT (...)",15246927109,,,
12-PODER EJECUTIVO,05-MINISTERIO DE DEFENSA NACIONAL,"2- - EFICIENCIA EN LA ADMINISTRACION DE LOS RECURSOS MATERIALES Y FINANCIEROS Y LA REDUCCION DEL TIEMPO DE GESTION Y TRAMITES ADMINISTRATIVOS, LOGRADOS.
- PRODUCCION OPORTUNA Y CALIDAD EN LA EMISION DE LA INFORMACION, MOJORADOS.
- UTILES E INSUMOS DE OFICI (...)",0- *,15152399381,,,
12-PODER EJECUTIVO,05-MINISTERIO DE DEFENSA NACIONAL,4- *,"7- TIENE POR OBJETIVO: ORGANIZAR, COORDINAR Y ADMINISTRAR LA PARTICIPACION DEL PERSONAL MILITAR, LA PROVISION DE RECURSOS MATERIALES, EQUIPOS Y MEDIOS DE TRANSPORTE CON REPRESENTACION OFICIAL PARAGUAYA EN OPERACIONES DE MANTENIMIENTO DE LA PAZ BAJO MANDATO (...)",14753114219,,,
22-GOBIERNOS DEPARTAMENTALES,12-GOBIERNO DEPARTAMENTAL DE ÑEEMBUCÚ,1- *,"1- ES NOTORIA LA INEQUIDAD QUE AFECTA A INSTITUCIONES RURALES, ESCUELAS INCOMPLETAS, ACCESO ESCOLAR TARDIO, BAJO RENDIMIENTO, REDUCIDA ABSORCION Y EGRESO EN LA EDUCACIÓN MEDIA, DEFICITS EN INFRAESTRUCTURA EDILIA, EQUIPAMIENTO Y MATERIAL EDUCATIVO Y ADEMAS  (...)",14596049245,,,
12-PODER EJECUTIVO,14-MINISTERIO DE LA MUJER,1- *,0- *,14487307099,,,
22-GOBIERNOS DEPARTAMENTALES,11-GOBIERNO DEPARTAMENTAL DE CENTRAL,1- *,3- *,14000484418,,,
28-UNIVERSIDADES NACIONALES,02-UNIVERSIDAD NACIONAL DEL ESTE,"2- - PROFESIONALES FORMADOS EN EL ÁREA TÉCNICA
",2- *,13769423479,,,
24-ENTIDADES PÚBLICAS DE SEGURIDAD SOCIAL,01-INSTITUTO DE PREVISIÓN SOCIAL,3- *,2- *,13500000000,,,
12-PODER EJECUTIVO,08-MINISTERIO DE SALUD PÚBLICA Y BIENESTAR SOCIAL,"1- -PROMOVER LA PARTICIPACIÓN CIUDADANA EN EL ACCIONAR DEL SISTEMA NACIONAL DE SALUD MEDIANTE PROCESOS DE INFORMACIÓN, EDUCACIÓN Y COMUNICACIÓN, QUE FOMENTEN LA PROMOCIÓN DE LA SALUD Y LA PREVENCIÓN DE ENFERMEDADES, EN EL ÁMBITO COLECTIVO, FAMILIAR E INDIV (...)",79- *,13397147939,,,
22-GOBIERNOS DEPARTAMENTALES,14-GOBIERNO DEPARTAMENTAL DE CANINDEYU,1- *,3- *,13276131139,,,
28-UNIVERSIDADES NACIONALES,07-UNIVERSIDAD NACIONAL DE CAAGUAZU,1- *,4- *,12881163825,,,
22-GOBIERNOS DEPARTAMENTALES,05-GOBIERNO DEPARTAMENTAL DE CAAGUAZÚ,1- *,3- *,12852435815,,,
22-GOBIERNOS DEPARTAMENTALES,15-GOBIERNO DEPARTAMENTAL DE PRESIDENTE HAYES,15- *,1- *,12679125900,,,
24-ENTIDADES PÚBLICAS DE SEGURIDAD SOCIAL,05-CAJA DE JUBILACIONES Y PENSIONES DEL PERSONAL MUNICIPAL,"1- REALIZAR UN TRABAJO CON ALTO GRADO DE PRODUCTIVIDAD Y EFICIENCIA, A TRAVES DE LA ADQUISICION DE BIENES DE CAPITAL Y CREDITOS PRESUPUESTARIOS ASIGNADOS A  GASTOS DE FUNCIONAMIENTO U OPERATIVOS",0- *,12658272713,,,
12-PODER EJECUTIVO,09-MINISTERIO DE JUSTICIA Y TRABAJO,"2- - INSCRIPCIÒN Y EXPEDICIÓN DE CERTIFICADOS DE HECHOS VITALES (NACIMIENTOS, MATRIMONIOS, DEFUNCIONES)

",16- *,12460960733,,,
28-UNIVERSIDADES NACIONALES,02-UNIVERSIDAD NACIONAL DEL ESTE,"2- - PROFESIONALES FORMADOS EN EL ÁREA TÉCNICA
",4- *,12426760106,,,
28-UNIVERSIDADES NACIONALES,01-UNIVERSIDAD NACIONAL DE ASUNCIÓN,"1- -NUMEROS DE CARRERAS ACREDITADAS SEGUN CONVOCATORIA DE ANEAES 
-NUMEROS DE NUEVAS CARRERAS HABILITADAS
-PORCENTAJE DE TITULACION DE CARRERAS 
-GRADO DE SATISFACCION DE LOS EGRESADOS
-NUMERO DE POSTITULO Y POSTGRADO DESARROLLADOS
-NUMERO DE DOCENTES E IN (...)",5- *,12422809248,,,
12-PODER EJECUTIVO,05-MINISTERIO DE DEFENSA NACIONAL,7- - CUMPLIR EN FORMA EFICIENTE LA MISION ASIGNADA POR LA CONSTITUCION NACIONAL Y LAS LEYES.,"7- LA INSTITUCION OFRECE SERVICIOS DENTRO DE UN SISTEMA ABIERTO PARA LA ATENCION A LA SALUD  DEL PERSONAL DE LAS FFAA(ACTIVOS Y EN SITUACION DE RETIRO) YFAMILIARES, VETERANOS DE LA GUERRA DEL CHACO , NATIVOS, POBLACION CIVIL DE ESCASOS RECURSOS, ASI TAMBIE (...)",12335641288,,,
12-PODER EJECUTIVO,01-PRESIDENCIA DE LA REPÚBLICA,1- *,7- *,12217289421,,,
28-UNIVERSIDADES NACIONALES,04-UNIVERSIDAD NACIONAL DE ITAPÚA,"1- -TIEMPO DE GESTIÓN Y TRAMITES ADMINISTRATIVOS.
-TIEMPO DE PROCESAMIENTO DE PAGO DE LAS OBLIGACIONES CONTRAIDAS.
-CALIDAD DE LAS DECISIONES A NIVEL GERENCIAL IMPARTIDAS.
-CREDIBILIDAD Y CONFIANZA DE LOS PROVEEDORES EN LOS PROCESOS DE ADQUISICIONES REALIZ (...)","0- EL RECTORADO ES EL RESPONSABLE DE LA DIRECCIÓN, COORDINACIÓN Y GESTIÓN ADMINISTRATIVA DE LA UNIVERSIDAD, AL CONTAR CON UNA ADMINISTRACIÓN CENTRALIZADA.",12153447498,,,
28-UNIVERSIDADES NACIONALES,02-UNIVERSIDAD NACIONAL DEL ESTE,"1- -INFORMACION OPORTUNA Y CONFIABLE.
-NUMERO DE TRAMITES Y GESTION ADMINISTRATIVA REALIZADA.
-CREDIBILIDAD Y CONFIANZA DE LOS PROVEEDORES.
-INFORMACIONES OPORTUNA Y DE CALIDAD.",0- *,12105431114,,,
12-PODER EJECUTIVO,01-PRESIDENCIA DE LA REPÚBLICA,5- *,1- *,11951913162,,,
23-ENTES AUTÓNOMOS Y AUTÁRQUICOS,25-DIRECCION NACIONAL DE PROPIEDAD INTELECTUAL,1- *,1- *,11867975868,,,
12-PODER EJECUTIVO,05-MINISTERIO DE DEFENSA NACIONAL,3- *,2- *,11759365946,,,
24-ENTIDADES PÚBLICAS DE SEGURIDAD SOCIAL,02-CAJA DE SEGURIDAD SOCIAL DE EMPLEADOS Y OBREROS FERROVIARIOS,1- *,0- *,11399916176,,,
22-GOBIERNOS DEPARTAMENTALES,09-GOBIERNO DEPARTAMENTAL DE PARAGUARÍ,1- *,5- *,11386171394,,,
12-PODER EJECUTIVO,07-MINISTERIO DE EDUCACIÓN Y CULTURA,1- *,7- INSTITUTO SUPERIOR DE EDUCACION,11346572986,,,
22-GOBIERNOS DEPARTAMENTALES,17-GOBIERNO DEPARTAMENTAL DE ALTO PARAGUAY,1- *,4- *,11239719795,,,
13-PODER JUDICIAL,04-CONSEJO DE LA MAGISTRATURA,1- -MEJORAR LA ADMINISTRACIÓN DE JUSTICIA A TRAVES DE LA ESPECIALIZACIÓN DE ABOGADOS.,0- *,11156409468,,,
12-PODER EJECUTIVO,02-VICEPRESIDENCIA DE LA REPÚBLICA,1- *,0- *,11010860095,,,
28-UNIVERSIDADES NACIONALES,01-UNIVERSIDAD NACIONAL DE ASUNCIÓN,"1- -NUMEROS DE CARRERAS ACREDITADAS SEGUN CONVOCATORIA DE ANEAES 
-NUMEROS DE NUEVAS CARRERAS HABILITADAS
-PORCENTAJE DE TITULACION DE CARRERAS 
-GRADO DE SATISFACCION DE LOS EGRESADOS
-NUMERO DE POSTITULO Y POSTGRADO DESARROLLADOS
-NUMERO DE DOCENTES E IN (...)",6- FORMACIÓN DE ALUMNOS Y PROFESIONALES EN EDUCACION MEDIA,10997609729,,,
25-EMPRESAS PÚBLICAS,05-DIRECCIÓN NACIONAL DE AERONAÚTICA CIVIL,"1- - PERS. TECN. DE DIVERS. AEREAS DE LA DINAC. CAPAC. Y ACTUALIZADOS.
- VUELOS Y SOBREVUELOS SEG. Y EFIC. CON EQUIPOS RECUP.Y RENOV. CON RECURSOS HUMANOS CAPACITADOS.
- PRESTAR LOS SERV. REQUER. PARA SATISF. LAS NECES. DE LAS DISTINTAS ACTIV. DEPEND. DE L (...)",3- *,10936999991,,,
12-PODER EJECUTIVO,03-MINISTERIO DEL INTERIOR,1- *,6- *,10858069420,,,
22-GOBIERNOS DEPARTAMENTALES,17-GOBIERNO DEPARTAMENTAL DE ALTO PARAGUAY,1- *,1- *,10853954982,,,
23-ENTES AUTÓNOMOS Y AUTÁRQUICOS,06-INSTITUTO PARAGUAYO DEL INDÍGENA,1- *,1- *,10798563313,,,
25-EMPRESAS PÚBLICAS,07-INDUSTRIA NACIONAL DEL CEMENTO,"1- LOS PRINCIPALES INDICADORES DE ESTE PROGRAMA DEL SERVICIO DE LA DEUDA PARA EL AÑO 2014 SON:
1. CREAR LAS CONDICIONES NECESARIAS EN CUANTO A RECURSOS FINANCIEROS SE REFIERE, A FIN DE HONRAR LA TOTALIDAD DE LOS COMPROMISOS FINANCIEROS CON RECURSOS PROPIOS (...)",0- *,10509311800,,,
15-OTROS ORGANISMOS DEL ESTADO,01-DEFENSORÍA DEL PUEBLO,1- *,0- *,10507488065,,,
23-ENTES AUTÓNOMOS Y AUTÁRQUICOS,13-ENTE REGULADOR DE SERVICIOS SANITARIOS,"1- -REGLAMENTOS COMPLEMENTARIOS ELABORADOS.
-TABLA DE VALORES TARIFARIOS IMPLEMENTADOS.",0- *,10423281141,,,
12-PODER EJECUTIVO,08-MINISTERIO DE SALUD PÚBLICA Y BIENESTAR SOCIAL,"1- -PROMOVER LA PARTICIPACIÓN CIUDADANA EN EL ACCIONAR DEL SISTEMA NACIONAL DE SALUD MEDIANTE PROCESOS DE INFORMACIÓN, EDUCACIÓN Y COMUNICACIÓN, QUE FOMENTEN LA PROMOCIÓN DE LA SALUD Y LA PREVENCIÓN DE ENFERMEDADES, EN EL ÁMBITO COLECTIVO, FAMILIAR E INDIV (...)",40- *,10341344120,,,
12-PODER EJECUTIVO,08-MINISTERIO DE SALUD PÚBLICA Y BIENESTAR SOCIAL,"1- -PROMOVER LA PARTICIPACIÓN CIUDADANA EN EL ACCIONAR DEL SISTEMA NACIONAL DE SALUD MEDIANTE PROCESOS DE INFORMACIÓN, EDUCACIÓN Y COMUNICACIÓN, QUE FOMENTEN LA PROMOCIÓN DE LA SALUD Y LA PREVENCIÓN DE ENFERMEDADES, EN EL ÁMBITO COLECTIVO, FAMILIAR E INDIV (...)",39- *,10322863852,,,
12-PODER EJECUTIVO,05-MINISTERIO DE DEFENSA NACIONAL,1- FUNCIONAMIENTO OPERATIVO,1- *,10322835992,,,
23-ENTES AUTÓNOMOS Y AUTÁRQUICOS,"01-INSTITUTO NACIONAL DE TECNOLOGÍA, NORMALIZACIÓN Y METROLOGIA",1- PORCENTAJE DE PLANIFICACIÓN ESTRATÉGICA IMPLEMENTADA.HABILITACIÓN DE OFICINAS REGIONALES EN ITAPÚA Y ALTO PARANÁ.INCREMENTO DE NÚMERO DE PERSONAL TECNICO CONTRATADO Y NOMBRADO PARA SU FUNCIONAMIENTO.PORCENTAJE DE AVANCE EN LOS PLANES DE MEJORA CONTÍNUA. (...),0- *,10109982237,,,
12-PODER EJECUTIVO,01-PRESIDENCIA DE LA REPÚBLICA,1- *,5- *,10074794462,,,
12-PODER EJECUTIVO,05-MINISTERIO DE DEFENSA NACIONAL,3- *,"8- FINANCIA LA ADQUISICION DE EQUIPOS Y MATERIALES DE USO MILITAR, PARA SU POSTERIOR DISTRIBUCION A UNIDADES ESTRATEGICAS Y TACTICAS DE LAS FUERZAS ARMADAS, LAS QUE SON CONSIDERADAS PRIMORDIALES EN EL CUMPLIMIENTO DE LOS OBJETIVOS Y METAS ESTABLECIDOS POR  (...)",10051919280,,,
27-ENTIDADES FINANCIERAS OFICIALES,01-BANCO NACIONAL DE FOMENTO (BNF),"4- -CUMPLIMIENTO DE LAS OBLIGACIONES FINANCIERAS ASUMIDAS, EN TIEMPO Y FORMA",0- *,9980282455,,,
28-UNIVERSIDADES NACIONALES,06-UNIVERSIDAD NACIONAL DE VILLARRICA DEL ESPIRITU SANTO,1- *,0- *,9978205486,,,
22-GOBIERNOS DEPARTAMENTALES,10-GOBIERNO DEPARTAMENTAL DE ALTO PARANÁ,"1- -REDUCCIÓN DEL TIEMPO DE GESTION Y TRAMITES ADMINISTRATIVOS ESPERADOS.
-MEJORA EN LA CALIDAD DE LAS DECISIONES A NIVEL GERENCIAL IMPARTIDAS.
-MAYOR CREDIBILIDAD Y CONFIANZA DE LOS PROVEEDORES EN LOS PROCESOS DE ADQUISICIONES REALIZADAS.
-MEJORA EN LA CA (...)",0- *,9937936363,,,
28-UNIVERSIDADES NACIONALES,02-UNIVERSIDAD NACIONAL DEL ESTE,"2- - PROFESIONALES FORMADOS EN EL ÁREA TÉCNICA
",5- *,9923110079,,,
12-PODER EJECUTIVO,13-MINISTERIO DE OBRAS PÚBLICAS Y COMUNICACIONES,1- *,37- *,9815107559,,,
22-GOBIERNOS DEPARTAMENTALES,06-GOBIERNO DEPARTAMENTAL DE CAAZAPÁ,2- *,5- *,9728577668,,,
22-GOBIERNOS DEPARTAMENTALES,11-GOBIERNO DEPARTAMENTAL DE CENTRAL,1- *,2- *,9724509915,,,
28-UNIVERSIDADES NACIONALES,02-UNIVERSIDAD NACIONAL DEL ESTE,"2- - PROFESIONALES FORMADOS EN EL ÁREA TÉCNICA
",6- *,9722513547,,,
23-ENTES AUTÓNOMOS Y AUTÁRQUICOS,11-DIRECCION NACIONAL DE TRANSPORTE,1- CUANTITATIVO,0- *,9673212243,,,
22-GOBIERNOS DEPARTAMENTALES,16-GOBIERNO DEPARTAMENTAL DE BOQUERON,1- *,1- *,9672000972,,,
12-PODER EJECUTIVO,08-MINISTERIO DE SALUD PÚBLICA Y BIENESTAR SOCIAL,"1- -PROMOVER LA PARTICIPACIÓN CIUDADANA EN EL ACCIONAR DEL SISTEMA NACIONAL DE SALUD MEDIANTE PROCESOS DE INFORMACIÓN, EDUCACIÓN Y COMUNICACIÓN, QUE FOMENTEN LA PROMOCIÓN DE LA SALUD Y LA PREVENCIÓN DE ENFERMEDADES, EN EL ÁMBITO COLECTIVO, FAMILIAR E INDIV (...)",54- *,9605530970,,,
23-ENTES AUTÓNOMOS Y AUTÁRQUICOS,04-DIRECCIÓN DE BENEFICENCIA Y AYUDA SOCIAL,"1- EL AREA ADMINISTRATIVA-FINANCIERA, AGILIZA LOS PROCESOS PARA LA OBTENCIÓN DE LOS RECURSOS, ASIGNA Y ADMINISTRA LOS FONDOS EFICIENTEMENTE, POR MEDIO DE LAS DIVISIONES DE PRESUPUESTO, CONTABILIDAD, RENDICIÓN DE CUENTAS, TESORERÍA, ADQUISICIONES Y SERVICIO (...)",0- **,9558929750,,,
12-PODER EJECUTIVO,13-MINISTERIO DE OBRAS PÚBLICAS Y COMUNICACIONES,1- *,30- *,9548531739,,,
28-UNIVERSIDADES NACIONALES,04-UNIVERSIDAD NACIONAL DE ITAPÚA,"1- FORMACION DE ALUMNOS DE GRADO, POSGRADO E INVESTIGACIONES POR AÑO.","3- FORMACION DE ALUMNOS DE GRADO, POSGRADO E INVESTIGACIONES POR AÑO.",9543023221,,,
12-PODER EJECUTIVO,01-PRESIDENCIA DE LA REPÚBLICA,2- *,10- *,9437093726,,,
12-PODER EJECUTIVO,11-MINISTERIO DE INDUSTRIA Y COMERCIO,"1- - IMPLEMENTAR LA POLITICA DE APOYO INDUSTRIAL Y CONCERTARLA CON   SECTORES PRODUCTIVOS.
- APOYAR AL CONSEJO DE INVERSIONES EN TODAS LAS DILIGENCIAS   NECESARIAS
- REALIZAR EL ACTA DE LAS REUNIONES DEL CONSEJO Y TRAMITAR ANTE LAS   INSTITUCIONES DEL ESTA (...)",1- CORRESPONDE A LA SUBSECRETARIA DE ESTADO DE INDUSTRIA.,9352103119,,,
12-PODER EJECUTIVO,11-MINISTERIO DE INDUSTRIA Y COMERCIO,"1- - IMPLEMENTAR LA POLITICA DE APOYO INDUSTRIAL Y CONCERTARLA CON   SECTORES PRODUCTIVOS.
- APOYAR AL CONSEJO DE INVERSIONES EN TODAS LAS DILIGENCIAS   NECESARIAS
- REALIZAR EL ACTA DE LAS REUNIONES DEL CONSEJO Y TRAMITAR ANTE LAS   INSTITUCIONES DEL ESTA (...)",3- **,9281380185,,,
13-PODER JUDICIAL,01-CORTE SUPREMA DE JUSTICIA,2- *,18- *,9280757926,,,
23-ENTES AUTÓNOMOS Y AUTÁRQUICOS,18-SERVICIO NACIONAL DE CALIDAD Y SANIDAD VEGETAL Y DE SEMILLAS,"1- CONSIDERANDO QUE EL PAIS SE ENCUENTRA EN PROCESO DE FORTALECIMIENTO DE LA ECONOMIA NACIONAL, Y ESTA A SU VEZ SE FUNDAMENTA EN LA PRODUCCION AGRICOLA QUE LLEVA CONSIGO EL AUMENTO DE LA DEMANDA DE SERVICIO BRINDADO POR EL SENAVE, POR LO QUE SE REQUIERE PO (...)","2- CONTRIBUIR AL DESARROLLO AGRICOLA DEL PAIS MEDIANTE LA PROTECCION, MANTENIMIENTO E INCREMENTO DE LA CONDICION FITOSANITARIA",9168613122,,,
12-PODER EJECUTIVO,07-MINISTERIO DE EDUCACIÓN Y CULTURA,1- *,4- FORMACION DE MUSICOS EN LOS DISTINTOS GENEROS DE MUSICA,9151637853,,,
