nivel,entidad,programa,subprograma,monto
22-GOBIERNOS DEPARTAMENTALES,08-GOBIERNO DEPARTAMENTAL DE MISIONES,1- *,3- COORDINAR ACCIONES CON LA OCTAVA REGION SANITARIA Y EL CEPRA A FIN DE AUMENTAR LA COBERTURA DE LOS SERVICIOS DE SALUD A LOS SECTORES MAS VULNERABLES DEL DEPARTAMENTO A TRAVES DE ATENCIONES INTEGRADAS PARA MEJORAR LAS CONDICIONES DE VIDA DE LA POBLACION  (...),17435386128
11-PODER LEGISLATIVO,01-CONGRESO NACIONAL,13- *,0- *,17404515480
28-UNIVERSIDADES NACIONALES,03-UNIVERSIDAD NACIONAL DE PILAR,3- *,0- *,17355555840
22-GOBIERNOS DEPARTAMENTALES,12-GOBIERNO DEPARTAMENTAL DE ÑEEMBUCÚ,1- *,"2- MEJORAR LA ORIENTACION DE LAS ACCIONES EN LA ATENCION DE LOS SERVICIOS SOCIALES DE PRIMERA NECESIDAD (SALUD) A TRAVES DE LA ADOPCION DE MECANISMOS DE PRIORIZACION DE OBJETIVOS SUPERLATIVOS Y ESTRATEGIAS, Y EL CONSTANTE RELEVAMIENTO Y ANALISIS DE LOS IND (...)",17244235200
28-UNIVERSIDADES NACIONALES,06-UNIVERSIDAD NACIONAL DE VILLARRICA DEL ESPIRITU SANTO,6- *,1- *,17164602588
12-PODER EJECUTIVO,11-MINISTERIO DE INDUSTRIA Y COMERCIO,"1- - IMPLEMENTAR LA POLITICA DE APOYO INDUSTRIAL Y CONCERTARLA CON   SECTORES PRODUCTIVOS.
- APOYAR AL CONSEJO DE INVERSIONES EN TODAS LAS DILIGENCIAS   NECESARIAS
- REALIZAR EL ACTA DE LAS REUNIONES DEL CONSEJO Y TRAMITAR ANTE LAS   INSTITUCIONES DEL ESTA (...)",2- *,17142863520
12-PODER EJECUTIVO,10-MINISTERIO DE AGRICULTURA Y GANADERÍA,"2- *
","1- FORTALECER LA EDUCACION TECNICA AGRARIA, LA SEGURIDAD ALIMENTARIA, REDUCIR LA POBREZA Y ORGANIZAR A LA FAMILIA CAMPESINA.  FORTALECER EL MANEJ OY RECUPERACION DE LOS RECURSOS NATURALES.",17082000000
22-GOBIERNOS DEPARTAMENTALES,16-GOBIERNO DEPARTAMENTAL DE BOQUERON,"2- -REDUCCIÓN DEL TIEMPO DE GESTION Y TRAMITES ADMINISTRATIVOS ESPERADOS.
-MEJORA EN LA CALIDAD DE LAS DECISIONES A NIVEL GERENCIAL IMPARTIDAS.
-MAYOR CREDIBILIDAD Y CONFIANZA DE LOS PROVEEDORES EN LOS PROCESOS DE ADQUISICIONES REALIZADAS.
-MEJORA EN LA CA (...)",0- *,17074096080
12-PODER EJECUTIVO,05-MINISTERIO DE DEFENSA NACIONAL,6- - ALUMNOS CAPACITADOS,"2- ENSEÑANZA DE IDIOMAS A MILITARES EXTENSIVO A CIVILES.
ELABORAR LOS MANUALES DE FUNCIONES Y PROCEDIMIENTOS Y EL REGLAMENTO INTERNO.
RENOVAR EL LABORATORIO INFORMATICO DE ENSEÑANZA.
ADQUISICION DE EQUIPOS DE OFICINA Y COMPUTACION.
MANTENER, REPARAR, Y CON (...)",16963656000
23-ENTES AUTÓNOMOS Y AUTÁRQUICOS,06-INSTITUTO PARAGUAYO DEL INDÍGENA,1- *,7- *,16800000000
28-UNIVERSIDADES NACIONALES,04-UNIVERSIDAD NACIONAL DE ITAPÚA,8- TOTAL DE ALUMNOS FORMADOS POR AÑO EN LAS CARRERAS DE CIENCIAS Y TECNOLOGIA.,2- *,16759131912
22-GOBIERNOS DEPARTAMENTALES,03-GOBIERNO DEPARTAMENTAL DE CORDILLERA,1- *,4- *,16734537912
22-GOBIERNOS DEPARTAMENTALES,05-GOBIERNO DEPARTAMENTAL DE CAAGUAZÚ,1- *,6- *,16655290908
28-UNIVERSIDADES NACIONALES,06-UNIVERSIDAD NACIONAL DE VILLARRICA DEL ESPIRITU SANTO,8- *,2- *,16482524832
28-UNIVERSIDADES NACIONALES,01-UNIVERSIDAD NACIONAL DE ASUNCIÓN,"14- -LA CAPACITACION DE RRHH CALIFICADOS EN ENFERMERIA Y OBSTETRICIA, DE NIVEL UNIVERSITARIO, PARA FORTALECER LOS SERVICIOS SOCIALES Y DE SALUD, REGIONALES Y NACIONALES.","6- * DADA LA ESCASEZ DE PERSONAL CALIFICADO EN ENFERMERIA, PARA LA ATENCION DEL CUIDADO DE LA SALUD, EN RELACION A LAS NECESIDADES DE LA COMUNIDAD, LA ESCUELA DE ENFERMERIA TIENE UN ALTO COMPROMISO SOCIAL DE PROVEER UN PROFESIONAL CAPAZ DE AYUDAR EN LA SOL (...)",16456305444
22-GOBIERNOS DEPARTAMENTALES,12-GOBIERNO DEPARTAMENTAL DE ÑEEMBUCÚ,"2- DICTAR ORDENANZAS, RESOLUCIONES Y PRESTAR ACUERDOS DEL DEPARTAMENTO.",0- *,16372051992
12-PODER EJECUTIVO,03-MINISTERIO DEL INTERIOR,2- -REALIZACION DE 2000 SERV DE PREVENC DE HECHOS PUNIBLES- ATENCION DE 984 CASOS EN BIENESTAR POLICIAL- INVESTIGACION DE 1150 HECHOS PUNIBLES- REALIZAC DE 480 INTERVENCIONES DE APOYO TACTICO- CAPACITACION DE 4603 OFIC Y SUBOFIC- ELABORACION DE 892000 DOCU (...),2- CONSISTE EN ATENDER Y DESPACHAR LLAMADA DE EMERGENCIA A PATRULLEROS Y BOMBEROS PARA UNA INTERVENCION RÁPIDA Y EFICAZ,16365764364
13-PODER JUDICIAL,04-CONSEJO DE LA MAGISTRATURA,"1- MEJORAR LOS NIVELES DE GESTIÓN, EFICIENCIA Y EFICACIA.",0- *,16329600000
12-PODER EJECUTIVO,05-MINISTERIO DE DEFENSA NACIONAL,"15- - CONTROLAR, COORDINAR Y DIRIGIR LA APLICACIÓN DEL`PLAN ACADEMICO DE LOS INSTITUTOS MILITARES DEL EJERCITO.",10- *,16262774232
28-UNIVERSIDADES NACIONALES,07-UNIVERSIDAD NACIONAL DE CAAGUAZU,5- *,4- *,16261321824
22-GOBIERNOS DEPARTAMENTALES,02-GOBIERNO DEPARTAMENTAL DE SAN PEDRO,2- *,8- *,16200000000
12-PODER EJECUTIVO,06-MINISTERIO DE HACIENDA,5- *,1- *,15900400800
12-PODER EJECUTIVO,06-MINISTERIO DE HACIENDA,19- *,0- 0,15883411368
12-PODER EJECUTIVO,10-MINISTERIO DE AGRICULTURA Y GANADERÍA,6- *,"5- MEJORAR LA CALIDAD DE VIDA RURAL, PRESERVANDO LOS RECURSOS NATURALES, HACIENDO EFECTIVA Y EFICAZ LA COMERCIALIZACION DE LA PRODUCCION RESULTANTE DE LAS CAPACITACIONES E INVERSIONES TECNOLOGICAS, CON EL ACCESO A CREDITOS A LARGO PLAZO, CAMINOS RURALES ME (...)",15623012100
22-GOBIERNOS DEPARTAMENTALES,07-GOBIERNO DEPARTAMENTAL DE ITAPUA,7- *,"7- EL GOBIERNO DEPARTAMENTAL A TRAVES DE LA SECRETARIA DE ACCION SOCIAL, TIENE COMO OBJETIVO........",15498618864
28-UNIVERSIDADES NACIONALES,06-UNIVERSIDAD NACIONAL DE VILLARRICA DEL ESPIRITU SANTO,2- *,1- CLCE,15452138832
12-PODER EJECUTIVO,08-MINISTERIO DE SALUD PÚBLICA Y BIENESTAR SOCIAL,"5- -PERSONAS INFORMADAS, CAPACITADAS Y ATENDIDAS.
-PROMOCIONES, PREVENCIONES Y CONSULTAS REALIZADAS.","8- MEJORAR LA CALIDAD DE VIDA Y PREVENIR LA FIBROSIS QUISTICA Y EL RETARDO MENTAL PRODUCIDO POR EL HIPOTIROIDISMO CONGENITO Y LA FENILCETONURIA.

",15293347128
28-UNIVERSIDADES NACIONALES,06-UNIVERSIDAD NACIONAL DE VILLARRICA DEL ESPIRITU SANTO,13- *,1- *,15184382604
22-GOBIERNOS DEPARTAMENTALES,10-GOBIERNO DEPARTAMENTAL DE ALTO PARANÁ,1- *,10- *,15180760656
12-PODER EJECUTIVO,05-MINISTERIO DE DEFENSA NACIONAL,1- FUNCIONAMIENTO OPERATIVO,4- *,15114502236
22-GOBIERNOS DEPARTAMENTALES,17-GOBIERNO DEPARTAMENTAL DE ALTO PARAGUAY,"2- -REDUCCIÓN DEL TIEMPO DE GESTION Y TRAMITES ADMINISTRATIVOS ESPERADOS.
-MEJORA EN LA CALIDAD DE LAS DECISIONES A NIVEL GERENCIAL IMPARTIDAS.
-MAYOR CREDIBILIDAD Y CONFIANZA DE LOS PROVEEDORES EN LOS PROCESOS DE ADQUISICIONES REALIZADAS.
-MEJORA EN LA CA (...)",0- *,15083958480
12-PODER EJECUTIVO,01-PRESIDENCIA DE LA REPÚBLICA,"14- PLANES Y PROGRAMAS DE DESARROLLO TURISTICOS IMPLEMENTADOS,.
FERIAS Y EVENTOS TURISTICOS NACIONALES E INTERNACIONALES REALIZADOS",2- *,14605506000
22-GOBIERNOS DEPARTAMENTALES,05-GOBIERNO DEPARTAMENTAL DE CAAGUAZÚ,1- *,9- 0,14580810756
23-ENTES AUTÓNOMOS Y AUTÁRQUICOS,21-SECRETARÍA DEL AMBIENTE,5- *,0- *,14558003280
12-PODER EJECUTIVO,05-MINISTERIO DE DEFENSA NACIONAL,7- - CUMPLIR EN FORMA EFICIENTE LA MISION ASIGNADA POR LA CONSTITUCION NACIONAL Y LAS LEYES.,"3- DIRECCIÓN COMPONENTE DEL COMANDO LOGISTICO, PARA REALIZAR TRABJO DE MANTENIMIENTO, REPARACIÓN Y REGISTRO DE VEHICULOS PERTENECIENTE A LAS FFAANN, ADEMÁS DE PROPORCIONA AYUDA A LOS ORGANISMOS DE GOBIERNO Y A LAS ONG`S EN CASO DE EMERGENCIA NACIONAL O DE  (...)",14457854208
12-PODER EJECUTIVO,03-MINISTERIO DEL INTERIOR,2- -REALIZACION DE 2000 SERV DE PREVENC DE HECHOS PUNIBLES- ATENCION DE 984 CASOS EN BIENESTAR POLICIAL- INVESTIGACION DE 1150 HECHOS PUNIBLES- REALIZAC DE 480 INTERVENCIONES DE APOYO TACTICO- CAPACITACION DE 4603 OFIC Y SUBOFIC- ELABORACION DE 892000 DOCU (...),"3- CONSISTE EN PLANEAR, ORGANIZAR, EJECUTAR Y EVALUAR CONFORME A RESULTADOS EL APOYO TECNICO Y CIENTIFICO, A LAS FUNCIONES PREVENTIVAS E INVESTIGATIVAS, PARA LA REDUCCION DELINDICE DELICTIVO Y EL AUMENTO DEL ESCLARESCIMIENTO DE LOS MISMOS",14271427260
12-PODER EJECUTIVO,09-MINISTERIO DE JUSTICIA Y TRABAJO,4- ASISTIR ADMINISTRATIVAMENTE A 14 PENITENCIARIAS DEL PAIS,10- GUARDA Y CUSTODIA DE RECLUSOS,14239249200
12-PODER EJECUTIVO,09-MINISTERIO DE JUSTICIA Y TRABAJO,4- ASISTIR ADMINISTRATIVAMENTE A 14 PENITENCIARIAS DEL PAIS,13- GUARDA Y CUSTODIA DE RECLUSOS,14130864672
22-GOBIERNOS DEPARTAMENTALES,07-GOBIERNO DEPARTAMENTAL DE ITAPUA,7- *,16- LA NECESIDAD DE CONTAR CON UN SISTEMA EDUCATIVO ABIERTO Y PARTICIPATIVO PARA QUE LOS JOVENES PUEDAN RECIBIR UNA EDUCACION MAS JUSTA Y DIGNA.-,14102412312
22-GOBIERNOS DEPARTAMENTALES,16-GOBIERNO DEPARTAMENTAL DE BOQUERON,17- *,"5- ES LA SECRETARÍA ENCARGADA  DE EJCUTAR PLANES, PROGRAMAS Y PROYECTOS A NIVEL DE DESARROLLO AMBIENTAL DEL DPTO.",14034515940
12-PODER EJECUTIVO,01-PRESIDENCIA DE LA REPÚBLICA,5- SNPPI INSTALADO Y FORTALECIDO. FORTALECIMIENTO DEL CAPITAL SOCIAL.,6- *,13853033772
12-PODER EJECUTIVO,01-PRESIDENCIA DE LA REPÚBLICA,4- LA COORDINACIÓN INTERINSTITUCIONAL ADMINISTRATIVA Y FINANCIERA A LOS PROGRAMAS Y PROYECTOS EJECUTADOS POR LA SAS.,5- *,13716372444
12-PODER EJECUTIVO,01-PRESIDENCIA DE LA REPÚBLICA,11- ACTIVIDADES REALIZADAS PARA PROTEGER LA INTEGRIDAD TERRITORIAL.,0- *,13670652372
12-PODER EJECUTIVO,11-MINISTERIO DE INDUSTRIA Y COMERCIO,"2- 1 - LOGRAR LA REVERSIÓN DE LA SITUACIÓN DE LA BALANZA COMERCIAL.
2 - DISMINUIR LA INFORMALIDAD EN EL COMERCIO DE SERVICIOS.
3 - ORDENAR Y REGLAMENTAR EL MERCADO DE COMBUSTIBLES DERIVADOS DEL PETRÓLEO.
4 - PROTEGER, REGULAR, DIFUNDIR LOS DERECHOS DEL CON (...)",2- *,13562752908
22-GOBIERNOS DEPARTAMENTALES,14-GOBIERNO DEPARTAMENTAL DE CANINDEYU,1- *,4- *,13500075276
28-UNIVERSIDADES NACIONALES,01-UNIVERSIDAD NACIONAL DE ASUNCIÓN,9- -FORMAR PROFESIONALES EN CIENCIAS VETERINARIAS. REALIZAR TRABAJOS DE INVESTIGACION EN EL AREA PECUARIA. PRESTAR SERVICIOS DE ASISTENCIA TECNICA Y CAPACITACION PROFESIONAL.PRESTAR SERVICIOS DE ASISTENCIA MEDICA-HOSPITALARIA.PRESTAR SERVICIOS LABORATORIAL (...),7- *,13260586956
28-UNIVERSIDADES NACIONALES,07-UNIVERSIDAD NACIONAL DE CAAGUAZU,5- *,2- *,13153981512
28-UNIVERSIDADES NACIONALES,01-UNIVERSIDAD NACIONAL DE ASUNCIÓN,"5- -FORMAR PROFESIONALES EN CONTADURIA PUBLICA, ECONOMIA Y ADMINISTRACION. 
-REALIZAR TRABAJOS DE INVESTIGACION EN EL AREA DE LAS CIENCIAS ECONOMICAS. 
-PRESTAR SERVICIOS DE ASISTENCIA TECNICA Y CAPACITACION PROFESIONAL. -REALIZAR DE CURSOS DE POSGRADO EN  (...)",7- *,13147991520
28-UNIVERSIDADES NACIONALES,01-UNIVERSIDAD NACIONAL DE ASUNCIÓN,"3- -ATENCIÓN MÉDICA BRINDADA A LA COMUNIDAD
-ACTIVIDADES DE EXTENSIÓN UNIVERSITARIA REALIZADAS
-CAMPO DE PRÁCTICAS HOSPITALARIAS PARA LAS ACTIVIDADES DOCENTES, ASISTENCIALES Y DE INVESTIGACIÓN PROVEÍDOS",8- *,13095600000
28-UNIVERSIDADES NACIONALES,05-UNIVERSIDAD NACIONAL DE CONCEPCIÓN,3- FORMACIÓN DE PROFESIONALES QUE ASUMAN EL COMPROMISO DE MANTENER LOS ALTOS VALORES HUMANOS Y LA ÉTICA PROFESIONAL EN EL MARCO DE SUS RESPONSABILIDADES LEGALES Y LA BÚSQUEDA CONSTANTE DEL BIEN COMÚN. ESTÉN ENTRENADOS PARA TRABAJAR EN EQUIPO E INTERDISCIPL (...),3- FACULTAD DE CIENCIAS ECONOMICAS Y ADMINISTRATIVAS-CARRERA DE INGENIERIA INFORMATICA EMPRESARIAL,13000216488
28-UNIVERSIDADES NACIONALES,04-UNIVERSIDAD NACIONAL DE ITAPÚA,7- TOTAL DE ALUMNOS FORMADOS EN EL AREA DE LAS CIENCIAS AGROPECUARIAS POR AÑO.,2- *,12862791864
22-GOBIERNOS DEPARTAMENTALES,17-GOBIERNO DEPARTAMENTAL DE ALTO PARAGUAY,1- *,5- *,12713729880
22-GOBIERNOS DEPARTAMENTALES,10-GOBIERNO DEPARTAMENTAL DE ALTO PARANÁ,"3- -REDUCCIÓN DEL TIEMPO DE GESTION Y TRAMITES ADMINISTRATIVOS ESPERADOS.
-MEJORA EN LA CALIDAD DE LAS DECISIONES A NIVEL GERENCIAL IMPARTIDAS.
-MAYOR CREDIBILIDAD Y CONFIANZA DE LOS PROVEEDORES EN LOS PROCESOS DE ADQUISICIONES REALIZADAS.
-MEJORA EN LA CA (...)",0- *,12666247608
22-GOBIERNOS DEPARTAMENTALES,17-GOBIERNO DEPARTAMENTAL DE ALTO PARAGUAY,1- *,6- *,12594133764
11-PODER LEGISLATIVO,03-CÁMARA DE DIPUTADOS,2- **,0- *,12281796000
28-UNIVERSIDADES NACIONALES,08-UNIVERSIDAD NACIONAL DE CANINDEYÚ,6- *,1- *,12197737752
28-UNIVERSIDADES NACIONALES,07-UNIVERSIDAD NACIONAL DE CAAGUAZU,5- *,3- *,12184687512
22-GOBIERNOS DEPARTAMENTALES,15-GOBIERNO DEPARTAMENTAL DE PRESIDENTE HAYES,15- *,11- *,12098215128
22-GOBIERNOS DEPARTAMENTALES,16-GOBIERNO DEPARTAMENTAL DE BOQUERON,17- *,8- *,12098215128
22-GOBIERNOS DEPARTAMENTALES,13-GOBIERNO DEPARTAMENTAL DE AMAMBAY,1- *,7- *,12098215128
22-GOBIERNOS DEPARTAMENTALES,02-GOBIERNO DEPARTAMENTAL DE SAN PEDRO,2- *,6- LA SECRETARIA DE INDUSTRIAS Y COMERCIO TIENE POR MISION PROMOVER LA INDUSTRIALIZACION GRADUAL DE LOS PRODUCTOS DEL SECTOR AGROPECUARIO UTILIZANDO LAS MATERIAS PRIMAS DISPONIBLES EN LA ZONA MEDIANTE LA INCORPORACION DE TECNOLOGIA ADECUADA PARA EL EFECTO.,12098215056
12-PODER EJECUTIVO,10-MINISTERIO DE AGRICULTURA Y GANADERÍA,10- *,0- *,11995420140
11-PODER LEGISLATIVO,01-CONGRESO NACIONAL,10- -SESIONES ORDINARIAS Y EXTRAORDINARIAS REALIZADAS,0- *,11973000000
22-GOBIERNOS DEPARTAMENTALES,14-GOBIERNO DEPARTAMENTAL DE CANINDEYU,1- *,5- *,11883410232
12-PODER EJECUTIVO,01-PRESIDENCIA DE LA REPÚBLICA,"20- INCORPORACIÓN DE LOS PROGRAMAS Y PROYECTOS DE LUCHA CONTRA LA POBREZA AL FONDO DE EQUIDAD SOCIAL (FES): RED DE PROTECCIÓN SOCIAL, PROGRAMAS EDUCATIVOS, PROGRAMAS DE SALUD, PROGRAMAS DE EMPLEO, INFRAESTRUCTURA BÁSICA, ENTRE OTROS.
FONDO DE EQUIDAD SOCIA (...)",0- *,11847570144
12-PODER EJECUTIVO,01-PRESIDENCIA DE LA REPÚBLICA,5- SNPPI INSTALADO Y FORTALECIDO. FORTALECIMIENTO DEL CAPITAL SOCIAL.,4- *,11693270676
12-PODER EJECUTIVO,01-PRESIDENCIA DE LA REPÚBLICA,11- INSTITUCIONES Y ENTIDADES BENEFICIADAS,0- *,11609715816
12-PODER EJECUTIVO,01-PRESIDENCIA DE LA REPÚBLICA,"18- ACTOS OFICIALES Y PROTOCOLARES ORGANIZADOS Y COORDINADOS.
PLANES DE ACCION DE CONFERENCIAS U SEMILARES COORDINADOS Y EJECUTADOS.
PARTICIPACIÓN DE PROPUESTAS, PROGRAMAS, PLANES Y PROYECTOS.",0- *,11425324908
22-GOBIERNOS DEPARTAMENTALES,02-GOBIERNO DEPARTAMENTAL DE SAN PEDRO,2- *,2- ESTA SECRETARIA TIENE POR FINALIDAD LA ASISTENCIA INTEGRAL A LA POBLACION EN SITUACION DE POBREZA EXTREMA Y GRUPOS VULNERABLES.LAS ACCIONES A SER REALIZADAS POR LA GOBERNACION A TRAVES DE ESTA SECRETARIA ES DE ALTA PRIORIDAD TENIENDO EN CUENTA QUE MAS D (...),11317200000
22-GOBIERNOS DEPARTAMENTALES,11-GOBIERNO DEPARTAMENTAL DE CENTRAL,1- *,5- *,11289258000
22-GOBIERNOS DEPARTAMENTALES,16-GOBIERNO DEPARTAMENTAL DE BOQUERON,17- *,"7- ES EL PROGRAMA ENCARGADO DEL ANALISIS E INVESTIGACIÓN DEL SUELO DE LA REGIÓN DE MANERA A OBTENER AGUA PARA LAS ZONAS MÁS AFECTADAS POR LAS CONSTANTES SEQUÍAS, CARACTERISTICA DE LA REGION CHAQUEÑA.",11196472260
28-UNIVERSIDADES NACIONALES,01-UNIVERSIDAD NACIONAL DE ASUNCIÓN,"6- - ATENCION A 600 ALUMNOS APROXIMADAMENTE (DE PRE-GRADO, GRADO Y POST GRADO) DURANTE EL EJERCICIO FISCAL 2005.
- 35.000 SERVICIOS ODONTOLOGICOS REALIZADOS DURANTE EL EJERCICIO FISCAL 2005 APROXIMADAMENTE.",1- FILIAL INCORPORADA EN LA LEY DE PRESUPUESTO 2012,10692681468
28-UNIVERSIDADES NACIONALES,04-UNIVERSIDAD NACIONAL DE ITAPÚA,"4- TOTAL DE ALUMNOS FORMADOS EN CIENCIAS ECONOMICAS, CONTABLES Y ADMINISTRATIVAS POR AÑO.",1- LA FACULTAD DE C. ECONÓMICAS Y ADMINISTRATIVAS FUE CREADA CON EL PROPÓSITO DE  FORMAR PROFESIONALES  COMPETENTES PARA EL MERCADO LABORAL ATENDIENDO LAS EXIGENCIAS DEL MERCOSUR Y COMPROMETIDOS CON LA REALIDAD SOCIO-ECONÓMICA DE LA REGIÓN.,10651668516
28-UNIVERSIDADES NACIONALES,04-UNIVERSIDAD NACIONAL DE ITAPÚA,"4- TOTAL DE ALUMNOS FORMADOS EN CIENCIAS ECONOMICAS, CONTABLES Y ADMINISTRATIVAS POR AÑO.","2- FORMAR PROFESIONALES COMPETENTES PARA EL MERCADO LABORAL, ATENDIENDO A LAS EXIGENCIAS DEL MERCOSUR Y COMPROMETIDOS CON LA REALIDAD SOCIOECONÓMICA DE LA REGIÓN",10595679576
12-PODER EJECUTIVO,07-MINISTERIO DE EDUCACIÓN Y CULTURA,14- *,0- *,10381630884
28-UNIVERSIDADES NACIONALES,04-UNIVERSIDAD NACIONAL DE ITAPÚA,7- TOTAL DE ALUMNOS FORMADOS EN EL AREA DE LAS CIENCIAS AGROPECUARIAS POR AÑO.,3- *,10105835424
12-PODER EJECUTIVO,09-MINISTERIO DE JUSTICIA Y TRABAJO,4- ASISTIR ADMINISTRATIVAMENTE A 14 PENITENCIARIAS DEL PAIS,"5- GUARDA Y CUSTODIA DE MUJERES QUE INFRINGEN LAS LEYES
",9877800000
12-PODER EJECUTIVO,05-MINISTERIO DE DEFENSA NACIONAL,3- *,"4- ES EL ORGANO DISCIPLINARIO, JURISDICCIONAL Y PENAL MILITAR. CONSTITUCIONALMENTE CREADO PARA ENTENDER EN LAS DISTINTAS INSTANCIAS LAS CAUSAS SOMETIDAS A SU JUZGAMIENTO BAJO LA LEY MILITAR; ASIMISMO, LA REALIZACION DE ESTUDIOS Y ANALISIS PARA LA ACTUALIZA (...)",9856822656
12-PODER EJECUTIVO,09-MINISTERIO DE JUSTICIA Y TRABAJO,8- HABILITACIÓN DE 4933 CURSOS Y 91352 MATRÍCULAS,5- *,9792000000
28-UNIVERSIDADES NACIONALES,04-UNIVERSIDAD NACIONAL DE ITAPÚA,7- TOTAL DE ALUMNOS FORMADOS EN EL AREA DE LAS CIENCIAS AGROPECUARIAS POR AÑO.,4- *,9781617204
22-GOBIERNOS DEPARTAMENTALES,15-GOBIERNO DEPARTAMENTAL DE PRESIDENTE HAYES,15- *,9- *,9740047704
22-GOBIERNOS DEPARTAMENTALES,02-GOBIERNO DEPARTAMENTAL DE SAN PEDRO,2- *,7- *,9648812712
12-PODER EJECUTIVO,05-MINISTERIO DE DEFENSA NACIONAL,3- *,"7- FORMACION, CAPACITACION Y ESPECIALIZACION DEL PERSONAL EN ACTIVIDADES RELACIONADAS AL EMPLEO RAPIDO DE TROPAS, EQUIPOS Y MATERIALES, EN APOYO A LA DEFENSA CIVIL Y ORGANOS DE LA DEFENSA INTERNA",9642455172
12-PODER EJECUTIVO,08-MINISTERIO DE SALUD PÚBLICA Y BIENESTAR SOCIAL,3- *,23- *,9558224112
28-UNIVERSIDADES NACIONALES,06-UNIVERSIDAD NACIONAL DE VILLARRICA DEL ESPIRITU SANTO,15- *,1- *,9501456516
13-PODER JUDICIAL,03-MINISTERIO PÚBLICO,1- PAGO DE LA DEUDA DEL PROYECTO PAR 97/017,0- *,9360000000
22-GOBIERNOS DEPARTAMENTALES,08-GOBIERNO DEPARTAMENTAL DE MISIONES,"2- -REDUCCIÓN DEL TIEMPO DE GESTION Y TRAMITES ADMINISTRATIVOS ESPERADOS.
-MEJORA EN LA CALIDAD DE LAS DECISIONES A NIVEL GERENCIAL IMPARTIDAS.
-MAYOR CREDIBILIDAD Y CONFIANZA DE LOS PROVEEDORES EN LOS PROCESOS DE ADQUISICIONES REALIZADAS.
-MEJORA EN LA CA (...)",0- *,9337072092
28-UNIVERSIDADES NACIONALES,06-UNIVERSIDAD NACIONAL DE VILLARRICA DEL ESPIRITU SANTO,12- *,4- *,9231142848
21-BANCA CENTRAL DEL ESTADO,01-BANCO CENTRAL DEL PARAGUAY,4- -CUMPLIMIENTO DE LAS OBLIGACIONES FINANCIERAS ASUMIDAS EN TIEMPO Y FORMA.,0- *,9004259676
28-UNIVERSIDADES NACIONALES,04-UNIVERSIDAD NACIONAL DE ITAPÚA,1- FORMACION DE ALUMNOS DE POSGRADO. CANTIDAD DE EGRESADOS POR AÑO.,1- CAPACITAR A PROFESIONALES EN LAS DISTINTAS AREAS DEL SABER HUMANO,8982190128
22-GOBIERNOS DEPARTAMENTALES,07-GOBIERNO DEPARTAMENTAL DE ITAPUA,"8- -REDUCCIÓN DEL TIEMPO DE GESTIÓN Y TRÁMITES ADMINISTRATIVOS ESPERADOS.
-MEJORA EN LA CALIDAD DE LAS DECISIONES A NIVEL GERENCIAL IMPARTIDAS.
-MAYOR CREDIBILIDAD Y CONFIANZA DE LOS PROVEEDORES EN LOS PROCESOS DE ADQUISICIONES REALIZADAS.
-MEJORA EN LA CA (...)",0- *,8974369500
28-UNIVERSIDADES NACIONALES,06-UNIVERSIDAD NACIONAL DE VILLARRICA DEL ESPIRITU SANTO,14- *,1- *,8924559336
28-UNIVERSIDADES NACIONALES,06-UNIVERSIDAD NACIONAL DE VILLARRICA DEL ESPIRITU SANTO,5- *,2- *,8890998768
28-UNIVERSIDADES NACIONALES,03-UNIVERSIDAD NACIONAL DE PILAR,7- -ESPECIALIZACION DE PROFESIONALES,0- *,8843833236
28-UNIVERSIDADES NACIONALES,04-UNIVERSIDAD NACIONAL DE ITAPÚA,5- TOTAL DE ALUMNOS FORMADOS EN LAS AREAS DE CIENCIAS SOCIALES Y CULTURA GUARANI POR AÑO.,"2- FORMAR PROFESIONALES IDONEOS PARA EL MERCADO LABORAL, COMPROMETIDOS CON LA REALIDAD DE LA REGIÓN Y EL PAÍS.",8812863072
28-UNIVERSIDADES NACIONALES,01-UNIVERSIDAD NACIONAL DE ASUNCIÓN,9- -FORMAR PROFESIONALES EN CIENCIAS VETERINARIAS. REALIZAR TRABAJOS DE INVESTIGACION EN EL AREA PECUARIA. PRESTAR SERVICIOS DE ASISTENCIA TECNICA Y CAPACITACION PROFESIONAL.PRESTAR SERVICIOS DE ASISTENCIA MEDICA-HOSPITALARIA.PRESTAR SERVICIOS LABORATORIAL (...),5- FORMACION PROFESIONAL EN CIENCIAS VETERINARIAS - FILIAL CAAZAPA,8780606028
28-UNIVERSIDADES NACIONALES,04-UNIVERSIDAD NACIONAL DE ITAPÚA,6- TOTAL DE ALUMNOS CAPACITADOS EN EL AREA DEL DERECHO POR AÑO.,1- FORMAR PROFESIONALES COMPETENTES EN EL ÁREA DEL DERECHO,8668630140
28-UNIVERSIDADES NACIONALES,04-UNIVERSIDAD NACIONAL DE ITAPÚA,6- TOTAL DE ALUMNOS CAPACITADOS EN EL AREA DEL DERECHO POR AÑO.,2- FORMAR PROFESIONALES COMPETENTES EN ELÁREA DEL DERECHO,8505568224
28-UNIVERSIDADES NACIONALES,08-UNIVERSIDAD NACIONAL DE CANINDEYÚ,5- *,1- *,8431574796
12-PODER EJECUTIVO,05-MINISTERIO DE DEFENSA NACIONAL,1- FUNCIONAMIENTO OPERATIVO,2- *,8226759852
